Cleaned Sentence
그렇 언제 라떼는말이야 같 소리 실화냐 장난하
우리 같 직딩 들 대 삼십 대 자기 집 마련하 거 하늘 별 따 존나 어렵 것 같
그러니 쉐어하우스 나오 하메 생기 땅콩주택 만들 그런 것 싶
우리 아직 결혼 아이 없 나중 아기 태어나 초코아 제일 우선순위 해당하 거
초코아 뿐 능력 사실 공세권 몰세권 다 가지 곳 들어가 살 싶 거 당연하 거
사람 마음 다 똑같 그런데 정말 웃기 거 대출 받 않 그런 역세권 살 사람 들 거의 없 거 안 그렇
그렇 갓 대학 졸업하 직딩 사회생활 얼마나 자기 돈 집 사
집 살 때 대출 다 끼 사 또 웃프 거 엘사 들 조르 무시하 전세 살 사람 들 전거지 비하하 거 기 차
그런 거 정말 인성 문제 거 모두 그런 거 거 그런 애 들 오히려 빌런 개무시
정말 부동산 잡 거 안 거 어느 정부 해결 못하 일 진짜 이생집망 신조어 생기
얼마나 집사 어렵 이생집망 슬프 단어 다 생기 거 알 수 없 친구 서글프
오포세대 들 나오 우리 들 더 어리 후배 들 지금 힘들 않 좋
뭐 대책 나오 터 가끔 그런 생각 해보 서울시 면적 조낸 좁 수도 권 서울 편입하 아예 수도 만들 버리 거
서울 사람 들 조르 싫 죽빵 날아가
그리고 개 여섯 개 광역시 다 합치 행정 도시 교육 도시 생활 터전 이렇 다 구획 정리 버리 거
무슨 영화 찍 보 너 한 번 씩 엉뚱하 소리 그렇지만 수도 서울 확장 시키 좋 의견 대 박 찬성
만약 그러면 지금 월거지 전거지 휴거지 말 안 나오 않 말 집 구하 거 전쟁 완전히
아직 정말 꿈 불과하 나 홈캠핑 해보 싶 펫팸족 동물 키우 공간 좋
요즘 반려동물 키우 사람 들 많 예민하 너 주복 아파트 말 전원주택 딱
나 주복 좀 답답하 그렇 아파트 사실 그렇 그렇 제일 부럽 아파트 공세권
아침 운동 좋 놀토 오 산책하 좋 공세권 누구 워너비 나 그렇
뭐 열일하 돈 모으 우리 이제 공세권 도전하 보
요즘 주식하 일상생활 물건 사 때 항상 가성비 따지 사
나 비슷하 월급 받 거의 투자하 다 쓰 갑통알 직장 다니 때 말 주말 알바 않
너 그러 야근각 잡히 알바랑 직장 양쪽 우왕좌왕하
그렇 보 알바 섣불리 못 주식 요즘 거품 엄청 끼 수익 보 어렵
그거 코인충 들 마찬가지 네 지금 코인 모르 나 말리 것 같
그런 거 안 그렇 나 채린이 거 잘 알 사람 쉽 손대 좋 투자 안 보이
다행 그런데 뭐 간 쉽 손대 좋 투자 거 토스매매법 거 항상 손절하 때 모르 곤두박질치 투자법 들
무슨 투자 간 한동안 새로 안 총알 만들 일단 짠테크 중
너 무슨 짠테크 중 나 요즘 파테크 중 파 심 기르 먹
나 일단 저렴이 제품 들 위주 생필품 사
평소 친구 후배 들 만나 돈 쭐내 생각하 내 밥 사 술 사 그러 요즘 사람 만나 것 줄이
나 몇 달 전 가심비 가성비 중요하 생각하 뭐 살 때 그리 고민하 않 요즘 다르
그거 나 그래 적어도 멍청비용 나오 않 관리하 싶 그거 수 애초 멍청비용
나 요즘 가계부 쓰 관리 중 나 쓸쓸비용 이렇 많이 나오 놀라 중
진짜 알바 싶 아까 말하 회사 알바처 둘 다 곤란하 상황 생기 보 참
나 떡락 소식 듣 때 더 신경질 나
가성비 제품 들 찾 헤매 그 중 착한가격 제품 들 찾 투자 뭐 내 이러 현타 오
맞 존버 하 그런 생각 들
이렇 독하 자금 모으 내 신기하 이렇 투자 집착하 이코노사이드 같 현상 일어나 거
무섭 소리 말 아무튼 영끌족 멀리 거
가끔 투자 미래 뭐 간 그냥 욜로족 살 싶
욜로 결국 답 마음 편하 행복하
그러 총알 다 모으 때 당분간 짠테크 계속하 싶 지금 포기하 내 존버 하 거 아깝
그래 나 고민 좀 해보
나 요즘 버스 출근하 사람 들 조르 많 앉 자리 없 지루하
나 그래 그래서 만 하 거 좀 찾아보 혼놀 하 좋 거 많
뭐 나 평소 혼코노 좋아하 그 외 알 거 없
하긴 버스 안 노래 부르 수 없 근데 버스 안 코노 재밌
그런 상상 대단하 버스 안 노래방 생기 출근 스트레스 지대 풀리
옛날 기차 안 노래방 기억하 렬루 추억
그럼 기억하 그거 벌써 옛날 이야기 웃프
그때 나 사람 들 듣 말 열심히 노래 부르 완전 또라이
그런데 너 노래 잘하 않 노답 것 같
그거 너 뇌피셜 지금 듣 만 그때 고래고래 소리 지르 것
웬만하 가수 다이다이 이기 거 생각하 나 때 장사
좋 봐주 고맙 그나저나 버스 만 하 거 찾
응 맞 뭐 대유 잼 거 없 휴대폰 것 멀미 나 말
사실 노가리 까 것 시간 보내 좋 거 없 애인 전화 통화 가 어떻
그러면 렬루 좋 그런데 내 애인 말
하긴 너 리즈시절 이미 지나가 아주 까마득하
말넘심 요즘 나 비주얼 그렇 별로
당연히 농담 너 아직 살 따봉 걱정 말
그래 고맙 그러 살 빼 걱정 차라리 직장 집 근처 차라리 내 뚜벅이 좋 터
그럼 저절로 다이어트 휴대폰 치 보 쳐다보 뚝배기 아프 일 없
나 말 그 말 산책하 여유롭 걸어가 도착하 빵커 먹 하루 시작하 싶
이런 빵돌 매일 그렇 먹 아무리 걷 살 안 빠지
그런 말 말 말넘심 스트레스 받 그러면 나 빵 더 먹
건강 잘 챙기 너 그러 우리 집 뚱냥이 살찌
헐랭방구 나 너 네 집 고양이 너무 귀엽
걔 고양이 귀엽 너 사람 운동 열심히 나 오운완 위하 먼저 가 보
너 마냥 허접인 줄 알 운동 이거 무슨 일
나 이렇 뵈 운동 열심히 언젠가 몸매 좋 지 그 날 생각하 행복회로 돌리
나 곧 결혼 날짜 잡 것 같
와 품절녀 진짜 축하하 스드메 어떻 고르 평생 한 번 못 거 잘 고르 후회 없이 너무 에바 말 적당하 시월드 어떻
스튜디오 전 싶 곳 거 같 엄카 긁 것 같 드레스 예랑이 비싸 거 상관없 입 싶 거 입 메이크업 상담 받 보 시월드 아직 잘 모르
와 예랑이 멋지 너 생각 주
그럼 뭐 완전 마마보이 뭐 물어보 엄마 물어보 자기 옷 엄마 원단 뭐 물어보 결혼반지 물어보 열라 싸우 진짜 이러 결혼하 콩가루집안 것 같
헐 진짜 엄마 없이 일상생활 가능하 연애하 때 모르 너 네 속도위반결혼
아니야 연애하 때 모르 뭐 기미 보이 거 거 시어머님 골드맘 예랑이 장남 어리 때 애지중지하 보 그래서 마마보이 거 같
와 시어머니 예랑이 어리 때 치마바람 좀 날리
그렇 것 같 나 전화 계속하 막 자기 아들램 밥 잘 챙기 주 싸우 왜 싸우 전화 오 진짜 이 결혼 맞 싶
그렇 결혼 둘 만 거 서로 집안 들 끼리 이어지 너 현타오
응 진짜 그거 빼 완전 완벽하 우유남 그 한 개 많이 걸리 결혼하 더 심하 지 것 같 막 집 비밀번호 누르 들어오 것 같 넘나 무섭
와 진짜 그거 너무 극혐 나 결혼하 엄빠 절대로 우리 집 비번 안 가르치 주 거 우리 집 오 때 꼭 연락하 오 시 거 진짜 용납 못
나 그렇 거 맞 보 왠지 우리 남의편 다 알리 드리 것 같 막 아침 자 일어나 쇼파 앉 계시 잠 깨 개깜놀 하 장면 상상
와 생각 노답 진짜 너무 싫 그런 상상하 말 상상 현실
진짜 만약 그러 단호하 말씀 드리 내 워낙 찌질이 또 억텐 웃 다 괜찮 나 나 너무 잘 알
내 보 너 모습 그렇 거 생각 들 진짜 예랑 님 먼저 잘 얘기하 보 예랑 님 시어머니 잘 얘기하 주 거 맞
안 그러 오늘 저녁 치맥 먹 얘기하 보 치킨 먹이 얘기 좀 통하
그래 잘 얘기하 보 진짜 축하하 주 일 나 좀 걱정 어찌 축하하 힘내
고맙 나 절친 너 없 털어놓 속 한결 가벼워지 담 내 너 좋아하 야곱 쏘 그 때 같이 한 잔
조낸 좋 언제 환영
너 그 이야기 들어보 영업부 부장 완 전 월급 루팡이
월급 루팡이 좋 거 그거 말 그 양반 평소 꼰대 유명하 사람
그러니 그런데 심지어 일 생활 균형 안중 없 자기 혼자 워커홀릭 그러
너무 어이 없 일 정말 못하 자기 마 도잡 것 진짜 개짜증 나
그러니 우리 같 직장인 들 못 견디 이퇴백 쉼포족 고생하 거
우리 언제 파이어족 너 그거 뭐 알
당연하 파이어족 나 워너비 그런데 여전히 우리 짜치 중 않
이 월급 거 쪼들리 거 당연하 거 이거 완전 데꼬보꼬 워라밸 꿈 못 꾸
뭐 그렇 데꼬보꼬 거 너 전 나아지 상태
아냐 보 그렇 정말 너 나 이태백 삼태백 성실하 직장인 들 그나마 다행
뭔 소리 나 여유 파이어족 싶 거 워너비 사람 취집하 프 사람
취집 웬 말 너 나 엄청나 일 잘하 수준 나름 회사 인정받
그거 우리 착각 정말 삼초땡 들 너무 많 가끔 마음 심란하 지 언제 사오정 몰리 모르 일
우리 최소한 삼초땡 사오정 내몰리 말
그거 우리 마음대로 하긴 요즘 오죽하 오륙도 말
그거 또 뭐 무슨 관광지 이름
세 오십 육 세 직장인 그거 완전 월급루팡 것 다르 바 없 뜻
어떤 때 돌취생 돌아가 싶 백수 때 좋
뻥치 암튼 우리 코피스족 회의주의자 말 꼰대 말 말
요즘 고진감래 애 들 많
고진감래하 회사 나가 것 당연히 이유 그 중 환승이직 애 들 회사 암반수 열 받 다시 백수 돌아가 거
아무리 청백전 시대 나 다시 장미족 싶 않 밥시간 다됬 이제 그만 일하 가
그래 이제 일하 가 게으름 부리 또 혼 나 수
롤 이번 패치 너 주챔 애쉬 버프 되
버프 되 뭐 어차피 미드 챔프 끔살 당하 터
그거 맞 PVP 피비피 방 만들 들어오
들어가 라인 어디 가 거
내 이번 원딜 갈게 하드캐리 거 보이 주
그럼 내 서폿 갈게 같 라인 가 재밌
그래 한타 나 살리 주
응 제라스 거
아 개짜증 나 파밍 하 거 방해하 말
알 서폿 차이 뭐 알리 주
그래 시작하 보 아 닷지 뭐 너
미안하 여친 연락하
여친 너 죽
몇 분 기다리 일대일
들어오 이거 캐삭빵 준비되
나 바로 렉 걸리 핑계 대기 없
그래 너 지 다음 한 번 보 달 없
알 근데 너 그 스킨 뭐
아 이거 예쁘 이번 한 번 지르
현질 나 돈 아깝 못하
나 나 돈 아깝 안 이번 생일 선물 받 그 기념 한 번 사 보
아하 그나저나 너 생일
뭐 모르 이거 완전 친구 관심 없
생선 뭐 챙기 주
생일 선물 덧나 줄이 말하 비린내 나 것 같
그렇 나 문상 주
그거 받 새로 나오 스킨 또 사야하
좋 나 이제 빡겜 하 터 말 걸 말
내 말 곧 순삭 시키 거 정신 똑바로 차리
아이템 뭐 사 오 이렇 당당하
나 롱소드 개 두 개 사옴 슬슬 쳐맞 준비되
아 평타 한 대 맞 왜 이렇 피 많이 깎이
이거 템빨 거 어 그런데 너 왜 이렇 세
나 너 집 가 오 동안 렙업 하 성장하 레벨 두 개 차이 나 그렇 싸우 이기 수 듯
야 야 조금 봐주 생각 너무 아프
레벨 차이 나 아무것 못하 쿠쿠루삥뽕
진짜 개빡 치 안 봐주
그런데 이 판 내 이기 것 같 너 챔피언 나 챔피언 능력하 비교하 너무 밸붕
그거 맞 처음 내 못 이기 판 끄 배그나
나 배그 어제 시작하 완전 뉴비 잘 가르치 주 수
당연하 배그 또 나
입 털 것 보 불안하 이렇 놓 아까 컴퓨터 느리 이런 핑계 대 거
안 안 이 게임 팀킬 실수 나 죽이 안 알
너 그거 얘기하 주 이상 몸 근질근질하 안 죽이 수 없
또 이러 트롤러 뭔 게임 못하 밥 먹 가
그래 맥도날드 상스치콤 나오 그거 먹자
요즘 급식 왜 그리 엉망 모르 예전 영양사 때 존맛탱 바뀌 뒤 밥맛 완전 떨어지
이렇 우리 같 고딩 들 힘내 공부 안 그렇
괜히 영양사 핑계 대 말 아닥공 그래 이번 시험 어떻 나 일찌감치 수포자 너 그러 수학 좀
수포자 영포자 아주 그냥 왜 하필 우리 반 담임 선생님 영어 선생 원 영어 시간 정말 땡땡이 치 싶 정도
차라리 영어 낫 우리 반 담탱이 수학 풀 틀리 벌주 포기 모르
그거 그렇 이번 너 네 반 은따 전따 생기
소문 빠르 그거 어떻 알
왜 모르 걔 성적 죄다 올백 다 들 시샘하 데 얼굴 예쁘 고딩 대학 생 모르 정도 얼짱
공부 잘하 아싸 거 정말 신기하 정도
근데 웃기 거 자기 열공 안 거 그러면 결국 머리 좋 거 그런 거 정말 더 가증스럽 거 알 보 걔 깜지 다니
세상에 깜지 공부 안 척 다니 거 정말 개어이없
우리 졸업하 재종학원 안 가 열공하 걔
그런데 막상 대딩 반수하 사람 들 의외로 많 너 어떻 생각하
그렇 바 재종학원 가 거 낫 뭣하 또 반수
암튼 우리 고삼 셤 얼마 안 남 가끔 중 병 걸리 애 자제 안 때
정말 사망년 말 딱 맞 것 같 사망년 무슨 뜻 너 알
말 그대로 학년 삼 학년 거 그런데 그거 고딩 대딩 들 어울리 말
고등학생 대학 생 학년 삼 학년 순간 다 들 사망년 뭐 그런 의미 싶
우리 이제 학원 열공하 거 것 같 배우 거 풀강 충분하 것 같 인터넷 강의하 선생 님 들 실력 들 좋 것 같
암튼 나 이번 시험 마치 나 바로 어브로드족 거
어디 가 싶 곳 보
당연하 그렇 어브로드족 마음 편하 뜨 열심히 공부하 혹시 안 시험 치 때 조삼모사 포기 안
그러니 우리 이제 그만 아닥 하 평소 땡땡이 치 말 알
너 놀이 기구 잘 타 나 놀이 기구 타 때 세상 나 억까 하 기분 들
나 놀이 기구 잘 타 너무 꿀잼 다음 자이로드롭 타 보 싶 너 그거 타 고소 공포증 생기 놀이 공원 믿거
고소 공포증 뭐 백화점 유리 엘리베이터 못 타 그리고 그때 걔 나 그리 타 싫 나 팔목 잡 존버 하 안 놔주 타 보 가슴 뻥 뚫리 타 그 무뇌충 슴가 뚫 버리 생각
그 정도 좀 에바 그러면 설마 우주 관람차 못 타
백화점 유리 엘리베이터 못 타 우주 관람차 어떻 타 물론 원래 내 놀이 기구 오지 못 타 우주 관람차 못 타 정도 이거 다 걔 때문 이생망 나 여친 어떻 만들
뭐 그런 거 고민하 놀이 기구 못 타 여자 만나 복세편살
그런 간단하 방법 오키 좋 그럼 너 번지 점프 수
나 번지 점프 쌉가능 가끔 나 하늘 날 싶 왜 독수리 태어나 않 이생망 생각 자주 그런 욕구 불만 충족시키 주 거 번지 점프
레게노 너 그냥 타고나 높 곳 무서워하 않 약간 부럽
그런데 그런 거 극복하 거 한순간 내 뒤 밀어주 터 어서 가 보 나 지금 드립 아니야 무야호
반갈죽 당하 싶 레알 그리고 그렇 날 싶 비행기 타자 나 제주도 가 보 싶
우리 급식충 운전 못 제주도 가 장소 이동하 시간 다 다 쓰
허 여행 재미 모르 장소 찾 이동하 것 결국 여행 막 헤매 거 스트레스 받 필요 없 띵언 인정
그런데 그때 경주 수학여행 가 때 오지 징징거리 않
내 가 싶 곳 가 거 노잼 곳 억지로 끌려가 거 다르 첨성대 석굴암 내 한국사 무슨 관심 말넘심
관심 없 오 용하 외우 그래서 번지 점프 언제 거
은근슬쩍 묻어가 말하 적 없 그냥 나 찌질이 살 터 너 인생 잘 살아오
요즘 인스타 페북 보 아무 오 알 못하 알 척 팩폭 댓망진창 달 가 애 들 정말 많
것 보 킹 받 만들 애 들 많 누구 가계정 만들 뛰
너 그거 들어보 대륙 어떤 남녀 이야기
혹시 내 심쿵하 이야기
아니 완전 대 박 사건 이거 실화 나 이 얘기 듣 프사 중요 성 좀 깨닫
설마 만찢녀 우귀체 거 만약 그거 그런 거 초대박 거
관심병 모르 프사랑 실물 너무 다르 남자 여자 진심 죽빵 날리 사건 이야기 웃프 일
남자 죽빵 날리 이유 잘 모르 그 사람 낫닝겐 아무리 그러 그렇 어케 남자 여자 주먹 날리
나 처음 그 남자 정줄 놓이 생각하 그런데 실체 알 나 그 남자 왜 그렇 이유 알
실물 혹시 정뚝떨
빙고 나 기사 보 실물 프사 정말로 극 극 그런데 그 멀 거리 그 여자 한 번 보 아홉 시간 동안 비행기 타 내리 딱 보 순간 개실망 그런 개실망 없 거 순간 적 존나 패 싶 보
이거 완전 할많하 않이 느낌 일종 배신감 느끼 거 그렇 않 어떻 그래 좋 심멎 너무 쇼크 먹 심멎하 뻔
그런 거지 앗싸리 만나 때 만나 주 말 그러면 전치 주 사 주 죽빵 맞 않 거 그냥 온라인 계속 그 남자 만찢녀 우귀체 남 것
그 남자 여자 향하 주먹 자신 싫존주의 표현하 거
더 웃기 일 그 여자 온 라인 상 정말 인기 많 인플루언서 사실
완전 이생망 따로 없 아무튼 나 여사친 들 카톡 프사 보 이런 생각 들 너 누구 여기 어디 뭐 이런 생각 말 이런 애 들 정말 많
뽀샵 기능 많 앱 많 그거 잘 쓰 금손 들 장난 많 거
실제로 만나 때 에바 만큼 프사 자제하 것 같
나 가끔 울 엄마 배사 카톡 프사 보 완전 개깜놀 너 이런 이야기 거 만약 엄마 앞 나 죽빵
어머니 이제 그렇 위로 받 나이 앞 가족 끼리 쭉 꽃길 걷 싶 입조심
쉬 날 라면 끓이 먹 것 조르 질리 그것 죄다 꿀맛 것 같
그래 너 라면 넘나 많이 처묵처묵 몸 좀 생각하 너 내년 서른
그런데 예전 방송 보 어떤 할아버지 구십 평생 가까이 세 끼 라면 들
개쩔 어케 종일 라면 들 살 수 몸 존버 하 가능하 것
사람 체질 다르 그 할아버지 라면 뭣 개꿀맛 터 모든 라면 맛 섭렵하
그것 오로지 한 종류 라면 들 그래서 라면 회사 라면 공급하 드리
헐 쩐다 그런 일 나 그거 못하 것 같 아무리 라면 좋 말
요즘 직딩 들 런치플레이션 때문 조르 골 때리 보 나 뭐 편도 사 먹 상관 없 말
편도 종류 얼마나 다양하 아마 그거 때문 편의점 들 편도 전쟁 싶
하긴 메뉴 개발 열라 바쁘 가성비 좋 그리고 요즘 사무실 오피스브런치족 들 정말 많
우리 사무실 마찬가지 그런데 또 한편 그렇 편도 먹 산책 워런치족 제법
너 정크 푸드 많이 먹 먹 나 운동 좀 그렇 너 네 사무실 워런치족 들 말
밥 먹 산책하 나 배 금방 꺼지 말 그래서 나 산책 못하
어쭈 개소리하 자빠지 그렇 놓 이십 대 배 나오 그리 고민
나 배 뭐 나오 싶 나오 는거 밥 먹 일 곧장 보 그런 거 안 그렇
꿈 해몽 좋 아무튼 인스턴트 넘 많이 처묵처묵 말 나중 후회하 말
그런 의미 오늘 연휴 뭐 맛점
설마 또 라면 거 간만 너 네 집 오 피 피맥 먹
무슨 점심 피맥 김떡순
내 저녁 밥 안 먹 이런 칼로리 높 거 점심 먹 그렇 너 양보하
나 인스턴트 먹 말 어쩌 대낮 참 너 어이없 개어이없다 친구
너 내 오 혼밥 혼술 안 것 감사하 오케바리
나 오늘 남소 받 만나 가 같이 밥 먹 너무 떨리 얌전하 먹 수 거 저메추 좀 해조
드디어 만나 가 꾸안꾸 가 거 꾸꾸꾸로 가 거 저녁 양식 괜찮 파스타 스테이크
오 추천 고맙 근데 너무 꾸미 가 좀 에바 같 않 꾸안꾸 가 않
무슨 소리 당연히 잔뜩 꾸미 가 딱 만나 심쿵하 만들
나 차도녀 보이 것 괜찮 것 같 너무 방방 뛰 별로
언제 적 차도녀 요즘 차도녀 안 좋아하 따도녀 더 인기 많 밀당 적당히 좋 그리고 티키타카 좋 진짜 분위기 좋 지
진짜 나 연애 안 지 오래되 모솔 보이 보 걱정 나 진짜 만찢남 같 사람 나오 좋
꿈 깨 꿈 깨 만찢남 너 왜 만나 다른 사람 만나 너 만찢녀
나 정도 비담 만찢남 만나 우리 완전 만찢커플
너 진 짜 극혐 일단 가 너 애프터 받 거 우선
맞 그거 바로 현실 나 사실 연애 못 오래되 완전 금사빠 것 같
그렇 가능 성 충분히 막 문 잡 주 심쿵하 거
그러니까 막 아직 썸 안 타 이 사람 나 빠지 이런 생각 나 원래 자만추 이제 너무 외롭
나 자만추 나 그래서 같이 학원 다니 오빠 사귀
진짜 너 개 부럽 너 남친 우유남 자상하 키 크 잘생기
고맙 칭찬하 주 진짜 나 남친 진정하 따도남 아프 바로 약 사 주
근데 둘 잘 어울리 사진 보 너 남친 진짜 존예 존멋 남친룩 잘 입 너무 보 좋
그치 나 첨 오빠 나 어장관리 하 조심스럽 내 부담스럽 보
진짜 완벽하 어떻 그런 사람 완소남
그래서 나 나 남친 당나귀 저장하 놓
진 짜 극혐 일단 나 오늘 남소 잘 다녀오 기도하 주 진 짜 그린라이트 밝혀지 소원 없
잘 다녀오 어색하 이상하 말 말
나 요즘 오지 심심하 너무 거 없 느낌 어떻
그 마음 알 완전 머가리 터지 아프 나 그렇 때
뭐 알 이런 시기 노잼 시기 레알 막막하
그렇 때 레알 고민 말 복세편살 태도 가지 보
열라 맞 말 니 말 나 복잡하 생각 좀 줄이
그래 생각 줄이 몸 바쁘 움직이 거 이참 알바 시작하 보 어떻
좋지 그럼 혹시 추천하 주 만 하 알바 정보
니 인싸 사람 들 많이 만나 수 일자리 추천하 주 수
아쉽 나 아싸 그런 거 못하 것 같
아깝 너 평소 되게 유잼 사람 들 어울리 일 잘하 것 같
내 생각 유리멘탈 그런 일 스트레스 많이 받
내 너 잘 모르 그럼 너 어떤 알바 좋
내 감튀 좋아하 햄버거 가게 일 해보
겉바속촉 하 감자튀김 너무 좋 근데 햄버거 가게 사람 너무 많 않
그렇 그 생각 못하 나 왜 이렇 댕청하
그렇 수 니 그렇 엉뚱하 소리 때 존잼 너무 자책하 말
뭥미 비꼬 거 기분 좀 이상하 좋 받아들이
그래 아무튼 좋 일자리 잘 구하 어디 일하 너무 헬게이트 좋
나 그렇 좋 저번 가 카페 손 님 너무 많 알바 사람 불쌍하
우리 같이 아아 먹 그 카페 커피 맛있 손 님 많 만
근데 손 님 너무 적 곳 일하 것 힘들 것 같 레알 심심하 것 같
맞 가끔 씩 좋 손 님 들 많이 오 지역 편의점 경우 원플러스원 상품 하나 씩 주 가 분 들
세상 그런 사람 들 가득하 좋 터 일하 보 가끔 손 님 손놈 생각 들 사람 들
맞 맞 그런 사람 들 만나 머가리 돌 버리 것 같
세상 좋 사람 들 더 많 바라 뿐 새삼 현타 오
그러 이 도시 따도남 따도녀 들 많이 거 믿
그래 그렇 긍정 적 마인드 세상 바라보 그렇 타인 더 친절하 수 것 같
킹정 하 일단 나 잘하 생각 들 같이 힘내 보
이병장 님 식사 맛있
아니 니
저 노맛 결식하
그니까 이거 대대장 노맛 메뉴 빼 달
에이 빼 주
하긴 그렇
아 오늘 당직 사관 누구
서상뱀 왜
아 제 일말상초 무섭 여친 화 많이 나
일과 시간 싸지방 가 내 보내 주
와 감사하 이병장 님
나 나가 많이 니 들 많이 하
이제 곧 전역 부럽 일 오십 일 남
원래 일 삼십 오 일 남 풀창 가 오 늘어나
아 맞 긁히
존나 억울하 죽 그린캠프 가 오 애 잘못 걸리 가지
근데 이병장 님 하이바 씌우 머리 때리 않
개짜증 나 말귀 못 알 듣
그거 그렇 가스 거
야 니 이불 뭐 쓰
저 그냥 보급 쓰
나 전역하 싸제 이불 주 가 터 그거 쓰 완전 부드럽 거
싸제 감사하
그래 대신 오늘 레토나 안테나 정비 좀 주
역시 그냥 주 거
이 정도 주 수
알 대신 저녁 먹 냉동 사 주 안
뽀글이 만들 주
싫 매점 가
팅커벨 같 놈 알
감사하
아 맞 이번 이등별 들 교육 좀 잘 시키
왜 그러 ㅂ 왜 그러
아직 압존법 안 애 들 폐급 들
교육 시키
그리고 저번 훈련 가 때 맛 다시 챙기 하나 안 챙기 오 요새 킹 받
제 대신 많이 챙기 않 애 들 이번 처음 한번 한 번 봐주
그래 그러 다음번 신경 쓰 언제 내 다 짬 때리 수 없
그것 교육 시키
에휴 또 긁히 보 애 들 뭐 못하
진짜 함부로 말하 제대로 긁히
그니까 아주 이등별 기고만장하
군대 거꾸로 돌아가 제 나중 짬 바 차 더 심하 것 같
고생 좀 거 개공감
지금 충분히 핵 공감
나 동기 맛있 거 빼놓 터 저녁 먹 보
아 저녁 먹 보
왜 저녁 안 먹
식사 집합 하 바로 매점 가 안 자리 뺏기
오키 바로 가
넵 그때 뵙 고생하
나 아이돌 덕질 놓 수 없 사람 것 같 정말 나 삶 활력소
네다씹 말하 싶 나 그 마음 뭐 몰 알 그렇 수 없
그렇지 누구 좋아하 일 스스로 크 행복 주 것 같 나 요즘 여돌 덕질 중
그거 정말 너 항상 남돌 덕질 하 오 이번 웬일
멋지 언니 들 크 걸크러쉬 느끼 수 요즘 매일 매일 언니 들 사진 보
어쩐지 요즘 스타일링 바뀌 너 그 아이돌 손민수 하
역시 티 나 그동안 해연 위주 사진 찾아보 그 들 스타일링 참고하
그 정도 열정 너 페북스타 수
안 그러 페이스북 활동하 인플루언서 들 쯤 내 이기 수 않 생각하 보
맞 맞 너 충분히 그렇 수 그 사람 들 대부분 평타치 가뿐히 이기 수 것 같
솔삐 요즘 사람 자체 평범하 본인 어떻 프레젠테이션 하 따르 유명세 얻 수 것 같
그거 바로 매력 것 가 갈수록 매력 넘치 힘숨찐 들 등장하 모르
진짜 킹정 하 그러 전 빨리 선수 치 안되
유튜브 시작하 보 겟레디윗미 영상 찍 올리 조회 수 떡상 하 수 오케바리
좋 생각 그렇 하 유명하 지 내 좋아하 아이돌 만나 수
그렇 모르 진짜 가슴 웅장하 지 나 기대되 설레
너무 과몰입충 같 내 좋아하 아이돌 만나 정도 유명하 지 꼭 대시하 보
그거 완전 개이득 상상 아주 가지가지 하
내 잘되 너 뽀찌 주 그러니까 많 응원 부탁하 오키
그렇 응원 안 수 없 꽃길 걷 원 기원하
고맙 아이돌 이야기 이렇 미래 설계 돌판 보 긍정 적 영향 받 보
그런 거 같 뭐 열정 움직이 들 마음 이끌리 대로 가 보 뭐 배우 거 레알
